firstName,lastName,company,title,biography,facebookUrl,twitterUrl,linkedInUrl,profileImageUri,links
ANGELA M,CHALK,Healthy Community Services,Executive Director,"she/her/hers

Angela M. Chalk is a 4th generation 7th Ward Resident. She is the Founder and Executive Director of Healthy Community Services, a non-profit organization, located in the 7th Ward of New Orleans, LA. She is a Past President for the Louisiana Public Health Association; serves on the American Public Health Association’s Center for Climate, Health & Equity Advisory Board & Steering Committee; a member of the Coalition to Restore Coastal Louisiana Advisory Committee. Ms. Chalk has testified before the 116th U.S. Congress  Sub-Committee on Waters, Oceans and Wildlife. 

Ms. Chalk received a Bachelor of Arts in Mass Communications; Minor: Public Health from Dillard University and holds a Master of Science Health Care Management from the University of New Orleans. Currently, Ms. Chalk is enrolled at Virginia University at Lynchburg pursing a Doctor of Health Administration degree. She is recognized by the Water Environment Federation as a Green Infrastructure Practitioner and is a certified Produce Safety Alliance Grower.",,https://twitter.com/ServicesHealthy,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/75d0b99d6da7455bb814024ef3e831a7.jpg,WEBSITE - https://www.hcsnola.org/
LIBBY,FISCHER,SchoolMint,Chief Operating Officer,"she/her/hers

A former teacher, Libby is passionate about making the classroom a place where teachers and students thrive, and she's spent the last decade in start-ups working to make that happen. Starting with a stint in operations at Revolution Foods, Libby jumped into the start-up world feet first when she took the role of CEO of Whetstone Education in 2014. After successfully exiting Whetstone via acquisition with SchoolMint, Libby is now the COO of SchoolMint working to help schools attract, enroll, and retain students.",,https://twitter.com/school_mint?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.linkedin.com/company/schoolmint/mycompany/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/f66a8145cb4344c59293c585f3579da1.jpg,WEBSITE - https://www.schoolmint.com/
LAVERNE,TOOMBS,New Orleans Regional Black Chamber of Commerce,Executive Director,"she/her/hers

Ms. LaVerne Toombs was born and raised in Homer, Louisiana, where her elders and altruistic experiences fostered a desire to explore the world through public service. Her dedication and commitment are exemplified in the many roles and accomplishments of her career.

In January of 2016, LaVerne was appointed Chief Administrative Officer (CAO) of St. John the Baptist Parish. Before her time as CAO, she served as both Director of Purchasing and Procurement and Special Assistant to the Parish President for Economic Development. While at St. John the Baptist Parish, LaVerne carried out a variety of high-impact initiatives, including $32 million in disaster recovery projects and key quality of life improvements.

Prior to her career in local government, LaVerne served for thirteen years as New Orleans Regional Manager for former United States Senator Mary L. Landrieu. She worked closely to maintain constant and effective communication between the Senator and constituents.

Beyond her work in the public sector, LaVerne founded Write for You, a management and development consulting firm, which assists nonprofit organizations across the country. She has also authored two books, How to Run a Successful Home-Based Business and Tips for Successful Grant Writing, received numerous awards, and has served on a variety of civic and community boards in the New Orleans metropolitan area.

Currently, LaVerne serves as the Interim Chief Administrative Officer at Southern University at New Orleans.

When she is not serving the community-at-large, LaVerne can be found enjoying the company of her four adult children and four loving grandchildren.",,https://twitter.com/NORBlackChamber,https://www.linkedin.com/company/new-orleans-regional-black-chamber-of-commerce/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/37665334ef6e49ab84ffa30a68dc51ad.png,WEBSITE - https://www.norbchamber.org/
MAKENZIE,ROGERS,Clean Crate,CEO and Owner,"Makenzie Rogers is a senior from Caddo Magnet High School. She is involved in Key Club and National Honor Society. She has always had a love for beauty and saving the planet, and that is why she created Clean Crate.  She is also the executive assistant at Social Butterfly Advertising and Design, LLC. in Shreveport, LA.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/e6aab52fc89d46918658e6d3992264ae.jpg,
CATE,SWINBURN,YouthForce NOLA,"President, Co-Founder","she/her/hers

Cate Swinburn is Co-Founder and President of YouthForce NOLA, an education, business, and civic collaborative that prepares New Orleans public school students for successful pursuit of high-wage career pathways. Since YouthForce NOLA’s founding the number of New Orleans public school graduates earning industry recognized credentials has increased ten-fold; nearly 1,000 students have completed rigorous, paid internships; and the conversation across the city has shifted to embrace career readiness programming as essential to preparing students for educational, economic, and life success.

Prior to YouthForce, Cate served as President of Educate Now! and worked as an independent consultant supporting local and national organizations. Pre-New Orleans, Cate served as the Chief of Data and Accountability with DC Public Schools, President and Executive Director of DC Public Education Fund, and Portfolio Director for The Fund for Public Schools in New York City, as well as teaching for five years in rural and urban Texas.",,https://twitter.com/YouthForceNOLA,https://www.linkedin.com/in/cate-swinburn-she-her-6b63004/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/6d2ae13ddeb64334acd05484eba73bd2.png,WEBSITE - https://www.youthforcenola.org/
JASMINE,BROWN,"GNO, Inc.",Public Policy Manager,"she/her/hers

Jasmine Brown is the Public Policy Manager at GNO, Inc. She is primarily responsible for providing crucial support to GNO, Inc.’s policy and program initiatives, with specific focus on music business, coastal restoration and resilience, and economic mobility. Prior to joining GNO, Inc., she was a commercial litigator at a civil defense firm in the GNO region.  She has also worked as a Consultant for Deloitte and Touche, LLP in Los Angeles, California, where she conducted corporate audits and compliance exercises for some of this country’s largest corporations. Additionally, she has worked for the National Urban League (New York, NY), JP Morgan Private Wealth Management (New Orleans, LA), and Elvin Ross Studios (Los Angeles, CA).  She is a cum laude graduate of Loyola University, where she earned a Bachelor’s degree in Business Administration. She also earned a Juris Doctor from Louisiana State University.",,,https://www.linkedin.com/in/jasmine-brown-0384363a/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/0c58a402922d4e6ea7b90306e53ee319.jpg,WEBSITE - https://gnoinc.org/
CHUCK,MORSE,Thrive New Orleans,Executive Director,"he/him/his

Chuck Morse is a management executive and consultant with more than twenty years experience in business development, marketing, strategy, government relations and community engagement. He currently serves as Executive Director of a community development organization called Thrive New Orleans and as the President of the Hoffman Triangle Neighborhood Association. Chuck is a leader in the field of green infrastructure and equity practices, serving on the Board of Directors for the Water Collaborative and on the City of New Orleans' Climate Action Plan Equity Advisory Committee. Formerly, Chuck was Director of Connect Works at Good Work Network where he connected small, minority-owned firms to anchor institution contracts. In addition, Chuck is a professor at Union Baptist College Theological Seminary in New Orleans, and serves as a pastor at Pleasant Zion Missionary Baptist Church. He resides in New Orleans with his wife and two children.",https://www.facebook.com/thriveneworleans,https://twitter.com/thrivenola,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/e83f81c92a0b4d94a8dabbbd1b6b7047.png,INSTAGRAM - https://www.instagram.com/thrivenola/ ; WEBSITE - https://www.thrivenola.org/
STEPHEN,MASTERS,GTCR,Principal,"Stephen joined GTCR in 2008 and became a Principal in 2019. Prior to joining GTCR, Stephen worked as an Analyst in the Telecommunications and Mergers & Acquisitions groups at UBS Investment Bank. He holds an MBA with honors from the University of Chicago and a BA summa cum laude from Northwestern University in mathematical methods in the social sciences and economics.
 
He is currently a Director of Dreamscape, Inteliquent and Simpli.fi and played an instrumental role in GTCR’s investment in Landmark Aviation. He was previously a Director of Cision, Protection 1 and Park Place.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/9f534286ba3e43278c5d771c0c33ae14.jpeg,WEBSITE - https://www.gtcr.com/
DUSTIN,WOEHRMANN,Communify,CEO,"Originally from Utah, Dustin has a unique background in design, experimental animation, and illustration, which shape his unique style and approach. After finishing grad school at CalArts with a Student Academy Nomination for his thesis animation film, he became an animator on the South Park Movie. He started his own company shortly after which has designed and produced scores of websites, videos, and brand campaigns for clients ranging from Showtime and Paramount Studios to nonprofits and LGBTQ advocate groups.

Since relocating to New Orleans, Dustin’s company, Communify, oversaw marketing initiatives for Halloween New Orleans, a yearly benefit that raises money for a local HIV/AIDS home. Communify also leads NOLA tourism efforts to bring more LGBTQ travelers to New Orleans. 

In the past few years, we've worked with destinations and their local LGBTQ communities creating content that helps promote their city, and thus positively affecting the community.",,https://twitter.com/communified,https://www.linkedin.com/in/dustinwoehrmann/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/a6da9e26df734f50bb4269f6fe3af747.jpg,WEBSITE - https://communify.me/ ; INSTAGRAM - https://www.instagram.com/dustinola/
HAMPR,.,,,"hampr is an on-demand laundry app with a subscription model that offers next-day wash/dry/fold services.

Founder:
Laurel Hess, CEO & Founder",http://facebook.com/tryhampr,,https://www.linkedin.com/company/33519287/admin/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/fa24a6f4ff3945c1adc9a9761182a5a4.jpg,INSTAGRAM - instagram.com/tryhampr ; WEBSITE - http://tryhampr.com
LAUREN,SIEGEL,trepwise,Director of Brand & Culture,"she/her/hers

Lauren Siegel is the Director of Brand & Culture and a Senior Advisor at trepwise. She brings experience in strategic planning, human-centered design, organizational culture, and more to both her clients and the trepwise team. Lauren’s approach to consulting is holistic and inclusive. She enjoys working alongside client teams to harness each individual’s knowledge for the pursuit of empowerment. Lauren enjoys connecting with small and large organizations, and her work includes a variety of clients such as New Orleans Ernest N. Morial Convention Center, Reily Foods Company, Tulane University, Fund 17, The Witness Institute, and Friends of Lafitte Greenway.

Lauren has experience in both for-profit and non-profit sectors, and has worked in a variety of industries including food and beverage, fashion, digital media, public health, and healthcare. Lauren obtained her BA in French and MBA in Marketing & Strategic Management from Tulane University. 

Lauren has served as an adjunct professor for the Tulane MBA program, and her passion for spreading great ideas drives her to coach entrepreneurs through Propeller, Fund 17, Junior Achievement, and City Year. She is a member of Fund 17’s Steering Committee and Board Chair of Codey’s Nola Food Commissary and Co-op.",,https://twitter.com/trepwise,https://www.linkedin.com/in/lauren-siegel-90071624/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/80be6870971047c3bc16d9985410c412.jpg,WEBSITE - www.trepwise.com
TODD,MATHERNE,"Renaissance Publishing, LLC",CEO,"Todd Matherne is the CEO of Renaissance Publishing a multi-title media company based in Metairie with additional office in Lafayette, Louisiana.

Todd is a graduate of University of New Orleans and has spent his entire career in the publishing and media business. 

Todd lives in New Orleans with his wife of over 30 years and they have three daughters and expecting there first grandchild in April.",,https://twitter.com/nola_renman,https://www.linkedin.com/in/todd-matherne-9022b972/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/789529585a774287a6ea21044cd381e0.jpg,WEBSITE - https://www.bizneworleans.com/
MARTIN,ROTH,Levelset,Chief Revenue Officer,"Martin is the Chief Revenue Officer of Levelset, a cloud-based platform that helps contractors and suppliers get paid faster on construction projects.

As Levelset's first sales hire and revenue leader, Martin has led the company's revenue growth since joining in January of 2013. Over that time, Levelset has grown from 5 employees to more than 200 employees and has raised over $46M in venture funding from the likes of Horizons Ventures, S3 Ventures, Altos Ventures, and Brick and Mortar Ventures.

In addition to his role at Levelset, Martin works as an executive coach and advisor to founders and executives at high-growth companies, with a specific focus on Go-To-Market strategy. He is also an active member of the New Orleans community, a husband, and a father of two girls.",,https://twitter.com/themartinroth,linkedin.com/in/martinrothsaas/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/26af8e0361ec451dbe633dacfe72e473.jpeg,WEBSITE - https://www.levelset.com/
LUZ,LOBOS,"Synergy Design Group, Inc",President,"she/her/hers

As Exhibitionist Extraordinaire Luz has helped hundreds of national and international clients in their trade shows and branded environments design. 

Luz was honored with the 2018 Hispanic Chamber’s Excelencia Small Business Award and the 2017 Women of Color Achievement Award in New Orleans, and is a board member of the Hispanic Chamber of Commerce of LA, the New Orleans Multicultural Tourism Network, and the New Orleans Chamber of Commerce.

From making non-profits excel with museum design and installations, to award-winning rentals of customized branded environments throughout the USA, Synergy’s attention to detail and customer relationships has fostered its success. In 2020,  with no conventions and many offices closed, Synergy started a new division, Synergy Environments, launched a new product and became WBE and MBE certified. 

Luz is a proud member of the Women Presidents Organization and considers a key factor to her success to be perseverance.",,https://twitter.com/synergydg,https://www.linkedin.com/in/luzlobos/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/119e37539f0e47f6aca32e67fc94b8b8.jpg,"WEBSITE - https://synergy-dg.com, https://www.mask-dispenser-stand.com"
ANTONIO,ALONZO,Fund 17,Executive Director,"he/him/his

Antonio is a community builder systems entrepreneur. As the Executive Director of Fund 17, he supports BIPOC and low-income entrepreneurs with accessible business services, funding, education, and workspace. Antonio's career started in the tech industry as a licensing and intellectual property specialist at local firm TurboSquid. He completed an impact investing fellowship at the Middlebury Institute for International Studies and the Executive Program for Social Impact Strategy at UPenn. Prior to this Antonio studied at Loyola and Loyola Law. Antonio is passionate about public policy and the food system and, in addition to being a board member of the New Orleans Food Policy Action Council, has served as the advisory committee and working group Chair and as a member of the Steering Committee. Antonio’s professional background includes social enterprise management, public policy, impact investing, and entrepreneurship.",,https://twitter.com/saturninolizano,https://www.linkedin.com/in/alalonzo/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/8c1aa59b751e48d389ed3250dbdfcda0.png,WEBSITE - http://www.fund17.org/
SCOTT,WOLFE,Levelset,CEO,"CEO and Founder of Levelset, a software platform that gets contractors paid faster.  Levelset has raised over $48M in venture capital, is headquartered in New Orleans, and has over 200 employees worldwide.",,,https://www.linkedin.com/in/scottwolfejr/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/0c6894faf9c94dc8bf38f2d3022d4b6a.jpg,WEBSITE - https://www.levelset.com/
BETSY,HAUSER,Tech Talent South,CEO & Founder,"she/her/hers

Betsy Hauser is the CEO & Founder of Tech Talent South (TTS), a WBENC-certified technology recruitment, training, and staffing company that believes in the power of diversity and matching companies to the best talent. Prior to starting TTS, Betsy ran a Charlotte-based product development company, which merged with innovation giant, Enventys, in 2012.  While at TTS, Betsy has been named one of Charlotte's 12 Innovators by Ernst and Young, Most Admired CEO, Woman in Business, Emerging Leader CIO, Charlotte’s Seven to Watch, and Charlotte Business Journal’s 40 under 40.",,https://twitter.com/TechTalentSouth,https://www.linkedin.com/company/tech-talent-south,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/00398eafc4804da7bb613942c6fb36cc.jpg,WEBSITE - https://www.techtalentsouth.com/
JOSH,JOHNSTON,TrayAway,Co-CEO & Co-Founder,"Josh Johnston is a hospitality enthusiast and technology entrepreneur.  Josh previously led successful teams with Four Seasons Hotels and Hilton Hotels in Jackson Hole, Philadelphia, Miami, St. Louis, Dallas & New Orleans.  Today Josh leads TrayAway, based in New Orleans, as they support the most luxurious hotels around the world including brands such as Ritz Carlton, St. Regis, Waldorf Astoria, Marriott, Hilton and many more.",,https://twitter.com/TrayAway,https://www.linkedin.com/in/josh-johnston-261a8342/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/a68cef7f25f841f6b9ed86875fea6e34.png,WEBSITE - https://www.trayaway.com/
ANDREW,ALBERT,Venture for America | Exclave Spirits,Director New Orleans | Founder,"he/him/his

Andrew is a New Orleans native and ‘14 philosophy graduate of Loyola University New Orleans. Additionally, he has an MSc in philosophy and public policy from the London School of Economics. After graduate school, Andrew joined VFA as a ‘16 Fellow and spent his time working as an Executive Analyst at Lucid, in New Orleans. There he worked directly for the CEO, Patrick Comer, and engaged in a host of projects ranging from product marketing to financial forecasting to office design. Currently, Andrew is the Director of New Orleans for VFA where he is. responsible for fundraising, developing company partnerships, and supporting fellows within the city of New Orleans. Finally, Andrew is the founder of two spirits brands, River Basin Distillery and Exclave Spirits.",,https://twitter.com/venture4america,https://www.linkedin.com/in/andrew-j-albert-845a9399/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/1c903a785aa04d658c4a7b7827897206.jpg,WEBSITE - https://ventureforamerica.org/
MAYA,TAYLOR,,Choreographer,"she/her/hers

Maya Taylor is a highly sought after choreographer and movement director based in Los Angeles and New Orleans. Her choreography has made distinct contributions to the incredible visions of Solange Knowles, Régine Chassagne of Arcade Fire, SZA, and St. Vincent. Her most recent credits include NETFLIX’s Song Exploder, The Dirt, The Lovebirds, TNT’s CLAWS, and HULU’s Looking for Alaska. Her movement has been presented on The Ellen Show, Saturday Night Live, and The Tonight Show Starring Jimmy Fallon. She has provided choreography and movement direction for Carlota Guerrero’s Spiritual Striptease and for high-profile brands such as Burberry, MAC Cosmetics, KREWE, and Collina Strada. 

In 2020, Maya was named as one of DANCE Magazine’s 25 to Watch in 2020. In 2019, she was nominated for an MTV VMA for Best Choreography for her collaboration on Solange Knowles’ ALMEDA.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/15df949514ce4b60a87c00b1322e1308.png,
COURTNEY,WILLIAMS,Upriver Solutions Corp,Founder & CEO,"he/him/his

Courtney is a seasoned executive with a passion for education, technology and workforce development. In addition to his role at Upriver Solutions Corp. and Skillz Academy, Courtney is also the Founder and CEO of Torsh Inc., an education technology company located here in New Orleans. Over a career spanning more than 25 years, Courtney has held senior roles at AOL, Time Warner, and Interactive One. He is an active member of his community, serving on a number of Boards including YouthForce NOLA and Krewe De Nieux. He also serves as a member of the Johns Hopkins School of Education National Advisory Council and is a 2010 CUP Fellow, a fellowship awarded to executives with an interest in public service. Courtney is a graduate of Columbia Law School and Oberlin College.",,,https://www.linkedin.com/in/icilus,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/1de4abffdd354a14b5fd3dc0ca50a740.jpg,WEBSITE - https://www.uprivercorp.com/
NICOLE,PATEL,Lucid,Chief People Officer,"Nicole Patel has worked in human resources for nearly 20 years. Beginning her career in corporate financial benefits at Baker Hughes, she spent the next 12 years in financial services at Lehman Brothers and Neuberger Berman. Six years ago, Nicole shifted her focus and brought her HR experience to the tech industry. Since joining Lucid, she has helped to grow Lucid's staff by 500% and established its People Department. In her role as Chief People Officer, Nicole oversees People, Workplaces, and Administration on a global level.",,https://twitter.com/lucid_hq,https://www.linkedin.com/company/lucidhq,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/7698c8fbf1054416ae1f8b676453b660.jpg,WEBSITE - https://luc.id/
DEBRA LYNN,LANGFORD,JPMorgan Chase & Co.,"Executive Director, Business Development, Advancing Black Pathways","she/her/hers

Debra L. Langford is an executive with experience in corporate initiatives, creative production and strategic consulting experiences in global entertainment companies and independent media organizations.  Debra is nationally recognized for her expertise as a strategic networking leader and creator of successful outcomes in diversity initiatives.

Debra is the Business Development Executive Director of Advancing Black Pathways, the bold, new JP Morgan Chase initiative powered by the global breadth of the firm to make our economy work for more people. 

Most recently, Debra was the Chief Strategy Officer and VP of the Alliance, a unit within the USC Race and Equity Center. Debra also served as the Assistant Dean of Diversity and Inclusion Initiatives for the University of Southern California Marshall School of Business.",,https://twitter.com/Debralangford,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/bf66b9e6ab5e4d6596b173be4d931b41.jpg,WEBSITE - https://www.jpmorganchase.com/impact/people/advancing-black-pathways ; INSTAGRAM - https://www.instagram.com/debratheconnectorlangford/
PETER,LIU,Revelry Venture Partners,Managing Partner,"Peter is the Managing Partner and Co-founder of Revelry Venture Partners (RVP), a seed-stage Venture Capital firm based in New Orleans. Prior to launching Revelry Venture Partners, he was an investor at Pritzker Group Venture Capital, a multi-stage VC firm based in Chicago and Los Angeles where he focused on Enterprise Software, Future of Work, and Consumer Applications. Peter is deeply passionate about supporting the Entrepreneur's Journey and has been fortunate to support many promising companies such as Apprentice.IO, Coinbase, Cue Health, Dollar Shave Club, Specright, SMS Assist, and Vettery. 

Peter holds a Bachelors of Science from the University of Virginia and is member of the Kauffman Fellows network. As a proud New Orleans transplant, Peter is dedicated to helping build a thriving and diverse entrepreneurial community.",,https://twitter.com/NewOrleansVC,https://www.linkedin.com/in/petereliu/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/87fad9b42f2a41e1b04821129505f2f0.png,
LEXIA,SCHWARTZ,CG Petsky Prunier,Director,"Since joining Canaccord Genuity in 2015, Lexia has completed transactions and advised a diverse group of companies on mergers and acquisitions, capital raising, and strategic advisory assignments. Lexia is actively involved across all of the firm’s industry practice areas, including information, technology, software, digital media, marketing and has dedicated significant time to technology-driven research and insights. Lexia supports the firm’s deal origination efforts and its coverage expansion into emerging industry verticals.

Prior to CG, Lexia was an investment banker at the Royal Bank of Scotland (RBS), where she was a member of the Industrials banking coverage team and began her career as a sales and trading analyst at GFI Group where she focused on interest rate derivatives.

Lexia graduated from Georgetown University, where she earned a B.S.B.A. in finance.",,https://twitter.com/petskyprunier,https://www.linkedin.com/company/petskyprunier/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/4656d0baac0d4e83b3089adf62eb3e85.jpg,WEBSITE - https://communications.canaccordgenuity.com/2019/cgpetskyprunier/petskysitev5/cgpptransition.html
SINNIDRA NAKESHA,TAYLOR,Codey's NOLA and Crazy Waffle Bar LLC,Owner / Operator,"After 11 years in education, Sinnidra made a seemingly drastic career change after falling in love with a Hong Kong style waffle while traveling in 2017. Less than a year after her experience, she launched Crazy Waffle Bar and has been working with food ever since. Reflecting back, she soon realized that her diverse background played a significant part in her growth and success thus far.  She loved playing with Easy Bake Ovens as a kid, helped her mom start a catering business, created services that addressed gaps in literacy and numeracy, and enforced educational guidelines. The totality of life experiences equipped her for a future in leadership. Her love for food and avid desire to advance her communities through service and philanthropy led to the idea of a larger concept. Codey’s NOLA is a safe space that empowers food entrepreneurs through access to commercial kitchen space and business resources.",,,https://www.linkedin.com/in/sinnidrataylor/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/32f19953221c47b28fa6f7c8c8c6cbf4.jpg,WEBSITE - https://www.crazywafflebar.com/
ELI,CRYSTAL,Permira,Investment Professional,"Eli focuses on investment opportunities in the Consumer sector.
 
Prior to joining Permira, Eli worked for Warburg Pincus in technology and business services private equity for three years. Before that he spent three years with Credit Suisse in TMT investment banking in London.

Eli holds a BCom in Finance from McGill University, Canada, and an MSc in Health Economics from the London School of Economics, England.",,,https://www.linkedin.com/in/eli-crystal-00463916/?originalSubdomain=uk,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/f706219d15484802a2486d8f18bda252.jpg,WEBSITE - https://www.permira.com/
BRAD,FELD,Foundry Group,Managing Director,"he/him/his

Brad has been an early-stage investor and entrepreneur since 1987. Prior to co-founding Foundry Group, he co-founded Mobius Venture Capital and, prior to that, founded Intensity Ventures. Brad is also a co-founder of Techstars.

Brad is a writer and speaker on the topics of venture capital investing and entrepreneurship. He’s written a number of books as part of the Startup Revolution series and writes the blog Feld Thoughts.

Brad holds Bachelor of Science and Master of Science degrees in Management Science from the Massachusetts Institute of Technology. Brad is also an art collector and long-distance runner. He has completed 25 marathons as part of his mission to finish a marathon in each of the 50 states.",,https://twitter.com/bfeld,https://www.linkedin.com/in/bfeld/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/da9eaee5736a40efb2a0c73baf76e4fb.jpg,Website - https://www.foundrygroup.com/
PATRICK,COMER,Lucid,CEO and Founder,"Patrick Comer founded Lucid with a vision to democratize data collection by applying programmatic technology to market research. Lucid is now the world-wide leader in enterprise marketplaces for sampling. Since its inception in 2010, Lucid has become one of the most successful tech startups in New Orleans, with hundreds of employees across the globe.

Since 1998, Patrick has been a founder, investor, and executive for startups. He began his career as Chief of Staff at govWorks, a Silicon Alley darling featured in the film, Startup.com. In 2003, he started his journey in market research with IFILM and joined OTX Research (acquired by Ipsos) in 2005. At OTX, he started the Sample Services group that contributed to 25% of the company’s revenue at the time of sale.

Patrick was named Tulane Distinguished Entrepreneur of the Year by the A.B. Freeman School of Business. In 2018, the New Orleans Times-Picayune listed him as one of the city’s most important figures in the “300 for 300” project. Patrick holds a BA from Sewanee and an MBA from Columbia Business School.",,https://twitter.com/comerpatrick,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/dc49714db4cd457486a0f3880303ac10.jpg,WEBSITE - https://luc.id/
XIAOYING,ZHONG,Evercore,Managing Director of the Corporate Advisory Business,"Xiaoying Zhong is a Managing Director of the Corporate Advisory business at Evercore. Ms. Zhong focuses on advising companies in the Technology and Media sectors and has completed over 40 transactions including sell-side and buy-side M&A, cross-border M&A, corporate divestitures and asset purchases, special committee assignments, and minority investments.  Ms Zhong’s representative transactions include comScore’s strategic investment from Charter and Liberty Media, sale of RetailMeNot to J2 Global, Alliance Data System’s divestiture of Epsilon to Publicis, sale of Acxiom Marketing Solutions to IPG, majority sale of Merkle to Dentsu Aegis Network.

Ms. Zhong has over 14 years of experience in Investment Banking. Prior to joining Evercore, Ms. Zhong was a Vice President at Jefferies & Co. advising high-growth technology businesses. Before her investment-banking career, Ms. Zhong wrote embedded systems software as a software systems engineer in the RF & Wireless Communications Division at Analog Devices, Inc.

Ms. Zhong has a B.S. in Instrumentation Engineering from Southeast University in China and an M.B.A. from the MIT Sloan School of Management.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/e7934aa708df407a88b07333a3435372.jpg,WEBSITE - https://www.evercore.com/
BENOIT,ANGULO,La Cocinita,Head Chef,"Born and raised in Caracas, Chef Benoit Angulo has been making arepas, a Venezuelan specialty at La Cocinita, since he was 9 years old. He attended culinary school in Caracas, then moved to the States 20 years ago. Benoit came up with the idea of starting a food truck in 2011, drawing from the feel and flavors of late-night street food carts lining a strip in Caracas referred to as “Calle del Hambre” (“Hunger Street”). Today he and his wife, Rachel, own a food truck and food hall stand in New Orleans and a food truck and restaurant in Evanston, IL.",https://www.facebook.com/LaCocinitaFoodTruck,https://twitter.com/LaCocinita,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/fbe778ff26a0454ab1d93eb0bd782b8d.jpg,INSTAGRAM - https://www.instagram.com/lacocinita/ ; WEBSITE - https://www.lacocinita.com/
